ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Fixed Tiered Prices","Custom URI","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Meta: meta-prescription-post","Meta: mwb_product_points_enable","Meta: mwb_product_purchase_points_only","Meta: mwb_points_product_value","Meta: mwb_points_product_purchase_value","Meta: mwb_product_purchase_through_point_disable","Meta: _yoast_wpseo_primary_product_cat","Meta: _yoast_wpseo_content_score","Meta: _yoast_wpseo_metadesc","Meta: open_shop_disable_page_sidebar","Meta: _yoast_wpseo_estimated-reading-time-minutes","Meta: _yoast_wpseo_title","Meta: omnisend_last_sync","Meta: mwb_wpr_variable_points","Meta: mwb_wpr_variable_points_purchase","Meta: _yoast_wpseo_meta-robots-noindex","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Meta: _yoast_wpseo_canonical"
4010,variable,,Avandia,1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,,"Hypoglycemic > TZD",,,https://canadianinsulin.com/wp-content/uploads/2021/03/avandia_2mg_4mg_8mg_391916.jpg,,,,,,,,,0,,product/avandia,Strengths,"2 mg, 4 mg, 8 mg",1,0,yes,no,no,1,1,no,148,30,"You can order Avandia tabelts and order online at LOW PRICES with affordable U.S. shipping from us. Visit us today to save on your medications.",on,,"Buy Avandia Medications 2/4/8 Mg Online From Canada | Low Cost",2021-08-10T21:24:39+00:00,,,,,,,
4015,variation,,"Avandia - 2 mg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,110.62,,,,,,,id:4010,,,,,,1,,avandia-2-mg,Strengths,"2 mg",,0,no,,,,,,,,,,,,,,,,,,,
4016,variation,,"Avandia - 4 mg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,248.5,,,,,,,id:4010,,,,,,2,,avandia-4-mg,Strengths,"4 mg",,0,no,,,,,,,,,,,,,,,,,,,
4017,variation,,"Avandia - 8 mg",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,289.61,,,,,,,id:4010,,,,,,3,,avandia-8-mg,Strengths,"8 mg",,0,no,,,,,,,,,,,,,,,,,,,
4020,variable,,"Diabeta (Glyburide)",1,0,visible,,"<h2><strong>What is Diabeta (Glyburide)?</strong></h2>
\nDiabeta is an oral diabetes medicine that helps you control your blood sugar levels. Its common name, which is also the generic version, is Glyburide, or Glibenclamide. It is prescribed alongside proper dietary management, exercise and weight reduction for adults with type 2 diabetes, and is not for the treatment of type 1 diabetes.
\n<h2><strong>How does Glyburide work?</strong></h2>
\nGlyburide (Diabeta) lowers blood sugar by stimulating the pancreas to secrete insulin. It belongs to a large class of <a href=""https://www.canadianinsulin.com/articles/oral-antidiabetic-drugs"" target=""_blank"" rel=""noopener"">antidiabetic drugs</a> called <a href=""https://www.canadianinsulin.com/articles/can-expect-taking-sulfonylureas-drugs"" target=""_blank"" rel=""noopener"">sulfonylureas</a>. These drugs bind to beta cells in your pancreas and stimulate them to release more insulin into the rest of your body.
\n<h2><strong>How and when to use this medication</strong></h2>
\nDiabeta is used for the treatment of <a href=""https://www.canadianinsulin.com/articles/type-2-diabetes-signs-symptoms-treatment"" target=""_blank"" rel=""noopener"">type 2 diabetes</a>, and not for the treatment of type 1 diabetes. The dose amount and dose schedule may be different for different patients. Always remember to follow your doctor’s orders or the directions on the label. You should take the tablets during or immediately after meals.
\n<h2><strong>Diabeta dosage</strong></h2>
\nThe usual dose for adults is between 2.5 to 10 mg taken once a day, but it can be as low as 1.25mg and as high as 20 mg. The tablets should be taken with your breakfast or with your first main meal of the day. A dose of more than 10 mg should be taken in two divided doses. Dose increases should be made in increments of no more than 2.5 mg, at weekly intervals, based upon your blood sugar response. Your doctor may adjust your dose as treatment continues, but the dose is usually not more than 20 mg per day. Dosing for children should be determined individually by your doctor.
\n
\nIf you are transferring from other oral diabetic treatments, you should do so conservatively, with your initial daily dose being between be 2.5 to 5 mg. When transferring from oral diabetic drugs other than Chlorpropamide, there is not usually a transition period, and you may not need an initial priming dose. When transferring from Chlorpropamide, specific care should be applied during the first two weeks because the remaining Chlorpropamide in your body, and the overlapping effects of the drug, may provoke low blood sugar levels.
\n
\nIf you are transferring from more than 40 daily units of insulin, you may be started on a daily dose of 5 mg along with a 50% reduction in insulin. With the progressive withdrawal of insulin, the increase of Diabeta is usually administered in increments of 1.25 to 2.5 mg every two to ten days from then onward.
\n
\nDaily doses that exceed 20 mg are not recommended.
\n
\nIf you should happen to miss a dose, take it as soon as possible. Although, if it is almost time for your next dose, do not take the missed dose and simply go back to your regular dosing schedule. Do not take double doses.
\n<h2><strong>Warnings and Precautions</strong></h2>
\nA proper diet, exercise and weight reduction are important to help you control your diabetes. Your blood sugar may change in some situations, however. For example, if you are under stress or suffering from a certain illnesses. During such times, your doctor may need to modify your dose.
\n
